id,first_name,last_name,email,gender,ip_address,city,state,ssn,race,diabetes,asthma,depression,anxiety,migraines,arthritis,eczema,stroke,dementia,HIV
252,Toiboid,Magovern,tmagovern6z@europa.eu,Male,217.129.147.32,Kansas City,Missouri,804-61-7556,Asian Indian,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
253,Niccolo,Britto,nbritto70@cafepress.com,Male,234.194.12.24,Knoxville,Tennessee,501-31-9823,Sri Lankan,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
254,Gwynne,Trowsdall,gtrowsdall71@gnu.org,Female,135.13.253.108,Boca Raton,Florida,600-64-2312,Asian,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
255,Blaire,Gariff,bgariff72@hibu.com,Female,65.201.172.28,Cleveland,Ohio,788-68-2246,Osage,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
256,Colman,Hackett,chackett73@facebook.com,Male,205.193.9.25,Virginia Beach,Virginia,118-84-5568,Venezuelan,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
257,Brnaba,Frangione,bfrangione74@wikipedia.org,Male,178.241.47.141,Bakersfield,California,646-63-0731,Cuban,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
258,Palm,Marxsen,pmarxsen75@netvibes.com,Male,170.158.191.28,Montgomery,Alabama,733-89-9755,Tongan,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
259,Sib,Migheli,smigheli76@google.com.au,Female,65.19.77.182,Flushing,New York,282-57-0427,Argentinian,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
260,Troy,Quixley,tquixley77@opera.com,Male,97.29.196.91,Salinas,California,487-47-7823,Colombian,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
261,Giorgi,Bernakiewicz,gbernakiewicz78@spiegel.de,Male,195.208.188.10,Syracuse,New York,600-60-9799,Aleut,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
262,Lawton,Larratt,llarratt79@mit.edu,Male,175.20.111.55,Albany,New York,530-08-8544,Pueblo,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
263,Marjy,Gonthier,mgonthier7a@indiegogo.com,Female,124.115.3.139,Akron,Ohio,304-94-8808,Houma,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
264,Timmi,Daoust,tdaoust7b@cpanel.net,Female,158.114.50.236,Pasadena,Texas,328-56-0061,Pakistani,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
265,Madella,Isacq,misacq7c@shutterfly.com,Female,148.34.16.202,Portland,Oregon,668-35-5319,Asian Indian,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
266,Bree,Castillo,bcastillo7d@nationalgeographic.com,Female,79.144.214.205,Lincoln,Nebraska,207-84-2009,Chickasaw,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
267,Lydia,Jendrach,ljendrach7e@51.la,Female,39.81.56.160,Newton,Massachusetts,277-77-7079,Panamanian,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
268,Tiler,Deaville,tdeaville7f@apple.com,Male,54.167.216.43,Charleston,South Carolina,324-68-0762,Chamorro,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
269,Foss,Sheer,fsheer7g@topsy.com,Male,66.86.20.75,Lexington,Kentucky,140-96-2904,Polynesian,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
270,Mill,Bastable,mbastable7h@ted.com,Male,118.71.191.186,Hagerstown,Maryland,350-48-7785,Creek,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
271,Dino,McGuane,dmcguane7i@ycombinator.com,Male,226.110.117.244,Saint Petersburg,Florida,393-49-3746,Venezuelan,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
272,Heywood,Abdy,habdy7j@wordpress.org,Male,164.203.75.238,Pompano Beach,Florida,317-86-5241,Colville,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
273,Christophorus,McNaughton,cmcnaughton7k@dion.ne.jp,Male,8.5.80.203,Albany,Georgia,604-58-9830,Spaniard,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
274,Giavani,Tibalt,gtibalt7l@utexas.edu,Male,77.209.221.89,Orlando,Florida,276-91-2872,Cherokee,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
275,Ranee,Greenhough,rgreenhough7m@aboutads.info,Female,20.51.65.96,Brockton,Massachusetts,686-59-7163,Navajo,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
276,Pamelina,Meffan,pmeffan7n@bravesites.com,Female,102.208.32.45,Brooklyn,New York,554-67-2648,Ottawa,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
277,Meryl,Arnaut,marnaut7o@trellian.com,Male,61.49.9.75,Charlotte,North Carolina,422-95-8392,Honduran,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
278,Jens,Mullenger,jmullenger7p@oakley.com,Male,107.163.241.39,Norfolk,Virginia,667-66-2183,Puerto Rican,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
279,Bonita,Castelyn,bcastelyn7q@imdb.com,Female,35.101.146.193,Memphis,Tennessee,699-06-4714,Uruguayan,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
280,Cristiano,Bellas,cbellas7r@tripadvisor.com,Male,181.62.124.113,Sioux City,Iowa,602-50-3834,Apache,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
281,Siusan,Kohrt,skohrt7s@fda.gov,Female,8.41.96.108,Terre Haute,Indiana,519-35-3266,Venezuelan,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
282,Averil,Fendt,afendt7t@imgur.com,Male,24.160.150.50,New York City,New York,403-10-2951,Ute,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
283,Gunner,Olifard,golifard7u@sciencedaily.com,Male,70.81.123.48,Burbank,California,472-85-1017,Blackfeet,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
284,Coriss,Golding,cgolding7v@archive.org,Female,200.24.165.178,Baton Rouge,Louisiana,210-21-3559,Uruguayan,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
285,Morley,Freak,mfreak7w@hao123.com,Male,93.154.108.96,Pensacola,Florida,863-39-0594,Laotian,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
286,Thorstein,Offener,toffener7x@google.com.br,Male,234.171.58.98,Fresno,California,228-78-5101,Lumbee,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
287,Brett,Willeson,bwilleson7y@people.com.cn,Female,179.229.164.27,Jacksonville,Florida,451-08-0872,Comanche,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
288,Vivian,Lambourne,vlambourne7z@list-manage.com,Female,44.10.186.217,Shawnee Mission,Kansas,737-35-3914,Asian Indian,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
289,Townie,Romaynes,tromaynes80@sohu.com,Male,201.60.46.230,Tacoma,Washington,106-05-3022,Laotian,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
290,Brok,O' Timony,botimony81@pbs.org,Male,190.229.116.187,Punta Gorda,Florida,799-92-7520,Chinese,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
291,Alan,Frost,afrost82@aboutads.info,Male,183.106.166.168,San Jose,California,534-61-8650,Costa Rican,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
292,Eliot,Antonik,eantonik83@si.edu,Male,130.77.168.101,Houston,Texas,468-14-2145,Navajo,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
293,Cacilie,Ventris,cventris84@sina.com.cn,Female,57.219.168.153,London,Kentucky,346-96-7973,Tlingit-Haida,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
294,Erma,Igounet,eigounet85@biglobe.ne.jp,Female,22.200.22.104,Paterson,New Jersey,826-45-6030,Latin American Indian,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
295,Avie,Latchmore,alatchmore86@unblog.fr,Female,17.168.72.74,Indianapolis,Indiana,309-84-0794,South American,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
296,Pebrook,Moden,pmoden87@ibm.com,Male,239.22.38.38,San Antonio,Texas,377-88-1086,Chinese,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
297,Lil,Sainer,lsainer88@networksolutions.com,Female,245.197.204.179,Salt Lake City,Utah,420-33-7995,American Indian and Alaska Native (AIAN),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
298,Cynthia,Spratling,cspratling89@kickstarter.com,Female,224.239.223.149,Torrance,California,239-91-2247,Cherokee,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
299,Kayley,Rikkard,krikkard8a@jiathis.com,Female,112.164.2.36,Arlington,Texas,386-54-7016,Delaware,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
300,Kerrie,Tonks,ktonks8b@reference.com,Female,34.185.187.115,Las Vegas,Nevada,418-89-0451,South American,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
301,Cassaundra,Trebbett,ctrebbett8c@list-manage.com,Female,171.113.143.213,Fort Lauderdale,Florida,585-18-0127,Korean,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
302,Tremain,Dormon,tdormon8d@wunderground.com,Male,158.191.50.10,San Jose,California,155-62-1393,Peruvian,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
303,Winthrop,Smalcombe,wsmalcombe8e@webs.com,Male,229.67.146.160,Colorado Springs,Colorado,544-62-4927,Malaysian,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
304,Josi,Baudinot,jbaudinot8f@free.fr,Female,122.55.67.36,Greensboro,North Carolina,568-86-9223,Fijian,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
305,Ian,Mugford,imugford8g@ezinearticles.com,Male,96.220.246.52,Stamford,Connecticut,451-13-6400,Iroquois,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
306,Mallorie,Gerhartz,mgerhartz8h@liveinternet.ru,Female,39.123.119.237,New York City,New York,258-67-9325,Seminole,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
307,Claudius,Delph,cdelph8i@rakuten.co.jp,Male,165.231.80.90,Pittsburgh,Pennsylvania,842-59-4721,Pakistani,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
308,Britney,Peek,bpeek8j@bloglovin.com,Female,138.154.38.165,Baton Rouge,Louisiana,455-81-4966,Navajo,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
309,Mufi,Meni,mmeni8k@friendfeed.com,Female,160.76.98.63,Duluth,Minnesota,588-78-6833,Thai,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310,Alisander,Romero,aromero8l@about.me,Male,44.246.243.197,Mobile,Alabama,432-21-4474,Black or African American,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
311,Howey,Fawson,hfawson8m@baidu.com,Male,179.254.247.251,Topeka,Kansas,850-07-7992,Laotian,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
312,Pete,Gabitis,pgabitis8n@bing.com,Male,122.249.63.242,Kalamazoo,Michigan,633-72-2737,Latin American Indian,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
313,Francesco,Calleja,fcalleja8o@go.com,Male,54.198.177.138,Buffalo,New York,466-29-5889,Delaware,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
314,Cleavland,Grissett,cgrissett8p@wisc.edu,Male,94.39.253.29,Whittier,California,793-05-9795,Argentinian,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
315,Stephen,Elfleet,selfleet8q@sciencedirect.com,Male,161.100.98.55,Vancouver,Washington,394-39-5300,Chinese,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
316,Meridel,Ramble,mramble8r@dailymail.co.uk,Female,144.3.45.192,Austin,Texas,172-89-8018,Chilean,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
317,Corena,Godfree,cgodfree8s@nifty.com,Female,38.203.152.79,Fredericksburg,Virginia,657-58-7871,Taiwanese,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
318,Inness,Baudou,ibaudou8t@geocities.com,Male,58.253.185.73,Madison,Wisconsin,754-15-1709,Guatemalan,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
319,Bradly,Ingliss,bingliss8u@rakuten.co.jp,Male,132.192.108.151,Memphis,Tennessee,149-91-4708,Paraguayan,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
320,Iormina,Chaikovski,ichaikovski8v@house.gov,Female,247.108.180.34,Charlotte,North Carolina,663-44-6277,Iroquois,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
321,Marys,Cossom,mcossom8w@nyu.edu,Female,54.155.145.63,Lehigh Acres,Florida,729-98-0843,Malaysian,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
322,Rainer,McBayne,rmcbayne8x@oaic.gov.au,Male,111.241.197.160,Birmingham,Alabama,420-19-8669,Kiowa,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
323,Clint,Hawkeridge,chawkeridge8y@usatoday.com,Male,114.131.176.206,Madison,Wisconsin,159-50-3299,Micronesian,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
324,Paulie,Weightman,pweightman8z@cafepress.com,Male,246.46.205.97,Tampa,Florida,757-40-8698,Paiute,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
325,Josiah,Hewins,jhewins90@paginegialle.it,Male,200.188.177.156,Amarillo,Texas,114-03-9957,Taiwanese,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
326,Ninette,Bulluck,nbulluck91@nsw.gov.au,Female,43.199.89.108,Colorado Springs,Colorado,120-88-9476,Melanesian,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
327,Alix,Lieber,alieber92@wikispaces.com,Male,177.108.27.168,Atlanta,Georgia,738-32-4877,Menominee,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
328,Berthe,Loeber,bloeber93@friendfeed.com,Female,107.83.175.145,Seattle,Washington,699-47-0687,Delaware,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
329,Giraud,Lelievre,glelievre94@angelfire.com,Male,157.170.5.67,Orlando,Florida,310-14-7998,Blackfeet,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
330,Hiram,Ilyuchyov,hilyuchyov95@archive.org,Male,54.93.62.27,Norwalk,Connecticut,329-30-4926,Thai,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
331,Austina,Tidmarsh,atidmarsh96@oracle.com,Female,148.81.71.189,Lake Worth,Florida,687-02-4360,Native Hawaiian,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
332,Yves,Krollmann,ykrollmann97@youtube.com,Male,241.157.41.200,Seattle,Washington,846-88-5859,Argentinian,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
333,Manuel,Ludovico,mludovico98@salon.com,Male,251.171.31.130,El Paso,Texas,673-38-6545,Comanche,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
334,Celestina,Oosthout de Vree,coosthoutdevree99@springer.com,Female,133.199.184.52,Columbus,Ohio,670-56-5384,Black or African American,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
335,Bette-ann,Clewlow,bclewlow9a@state.tx.us,Female,29.46.89.77,Oklahoma City,Oklahoma,597-15-4112,Central American,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
336,Darius,Stanlick,dstanlick9b@people.com.cn,Male,93.67.72.18,Washington,District of Columbia,598-15-1223,Bangladeshi,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
337,Clemens,Shelp,cshelp9c@tripadvisor.com,Male,235.253.74.246,Kansas City,Missouri,255-21-3075,Yuman,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
338,Correy,O'Carmody,cocarmody9d@addtoany.com,Female,92.119.255.169,Raleigh,North Carolina,520-39-8175,Puget Sound Salish,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
339,Dallis,Bortoletti,dbortoletti9e@taobao.com,Male,65.42.153.74,Minneapolis,Minnesota,524-01-0487,Sri Lankan,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
340,Brock,Bradder,bbradder9f@issuu.com,Male,119.92.80.236,Los Angeles,California,738-32-8279,Dominican (Dominican Republic),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
341,Elizabeth,Loftin,eloftin9g@ucla.edu,Female,156.173.80.237,Miami,Florida,100-70-4925,Laotian,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
342,Ram,Mantripp,rmantripp9h@yahoo.co.jp,Male,56.250.233.236,Albany,New York,622-51-2062,Alaska Native,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
343,Karyn,Wyss,kwyss9i@gmpg.org,Female,198.37.184.144,Saint Louis,Missouri,824-86-5161,Uruguayan,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
344,Barde,Cattlemull,bcattlemull9j@opensource.org,Male,244.190.69.161,Tacoma,Washington,356-78-0717,Yuman,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
345,Griswold,Asty,gasty9k@deliciousdays.com,Male,255.181.126.91,Cleveland,Ohio,749-35-2830,Aleut,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
346,Horten,Proud,hproud9l@symantec.com,Male,85.77.60.72,Denver,Colorado,557-37-1267,Sri Lankan,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
347,Verine,Snaith,vsnaith9m@odnoklassniki.ru,Female,158.79.97.189,San Francisco,California,220-10-2449,Choctaw,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
348,Codie,Sawyers,csawyers9n@wiley.com,Female,64.184.137.10,Fort Worth,Texas,208-70-3356,Guamanian,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
349,Andee,Krochmann,akrochmann9o@java.com,Female,63.87.144.146,Tuscaloosa,Alabama,149-48-6960,Menominee,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
350,Erika,Rubin,erubin9p@usda.gov,Female,80.124.120.21,Palatine,Illinois,374-62-8881,Kiowa,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
351,Tarra,Hurdle,thurdle9q@accuweather.com,Female,10.251.231.104,Torrance,California,668-29-6196,Bangladeshi,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
352,Whitney,Canario,wcanario9r@google.de,Male,78.189.156.207,Bloomington,Indiana,762-01-5762,Malaysian,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
353,Misha,Shillitoe,mshillitoe9s@aol.com,Female,90.0.104.154,Huntington,West Virginia,710-64-9383,Sioux,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
354,Reuben,Baldree,rbaldree9t@ning.com,Male,255.55.209.64,Chicago,Illinois,506-67-3023,Kiowa,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
355,Boycey,Najera,bnajera9u@tmall.com,Male,233.175.125.2,Greensboro,North Carolina,375-03-3108,Malaysian,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
356,Kimberly,MacCaughen,kmaccaughen9v@sciencedirect.com,Female,228.49.165.39,Huntington,West Virginia,767-86-4123,Yaqui,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
357,Arie,Krolle,akrolle9w@behance.net,Male,235.26.86.120,Los Angeles,California,550-33-0906,Puget Sound Salish,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
358,Rozella,Castro,rcastro9x@163.com,Female,31.37.56.34,Grand Rapids,Michigan,187-21-7101,Uruguayan,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
359,Marlin,Rahlof,mrahlof9y@myspace.com,Male,94.71.117.17,Louisville,Kentucky,321-88-0143,Ottawa,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
360,Lorilyn,Middlehurst,lmiddlehurst9z@networksolutions.com,Female,193.119.12.154,Birmingham,Alabama,862-54-2479,Tohono O'Odham,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
361,Deeanne,Mc Caghan,dmccaghana0@cdbaby.com,Female,33.25.79.214,Wichita,Kansas,258-42-3990,Shoshone,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
362,Winslow,Sambrok,wsambroka1@webnode.com,Male,254.179.100.29,Shawnee Mission,Kansas,397-33-5380,Paiute,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
363,Gus,Pentin,gpentina2@hud.gov,Male,52.131.243.138,Charlotte,North Carolina,571-02-4057,Comanche,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
364,Consuelo,Cowx,ccowxa3@tumblr.com,Female,147.1.126.31,Brooklyn,New York,565-15-9679,White,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
365,Baron,Lethabridge,blethabridgea4@quantcast.com,Male,9.200.217.185,Saint Petersburg,Florida,489-41-2574,Iroquois,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
366,Talyah,Cossell,tcossella5@kickstarter.com,Female,115.252.137.211,El Paso,Texas,629-53-9660,Menominee,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
367,Hymie,Abele,habelea6@vkontakte.ru,Male,65.178.1.10,Mobile,Alabama,647-45-2966,Malaysian,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
368,Emilie,Amer,eamera7@biblegateway.com,Female,83.240.137.190,Washington,District of Columbia,188-47-3790,Asian Indian,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
369,Raynard,Riddiough,rriddiougha8@networksolutions.com,Male,68.93.248.154,Tyler,Texas,164-36-2051,Pima,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
370,Bibbye,Risdale,brisdalea9@marketwatch.com,Female,221.140.27.67,Columbus,Mississippi,560-35-0229,Chinese,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
371,Neel,Hrinishin,nhrinishinaa@noaa.gov,Male,111.206.209.197,Roanoke,Virginia,390-13-9291,Pakistani,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
372,Rudy,Havik,rhavikab@skyrock.com,Male,27.69.158.133,Birmingham,Alabama,319-78-0543,Ottawa,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
373,Farr,Kopec,fkopecac@ucoz.com,Male,145.48.93.234,Washington,District of Columbia,740-31-4276,Spaniard,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
374,Rowland,Mattityahou,rmattityahouad@clickbank.net,Male,245.234.99.202,Grand Rapids,Michigan,537-56-3609,Spaniard,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
375,Giacomo,Steuart,gsteuartae@ft.com,Male,133.88.85.15,Houston,Texas,442-86-7953,Creek,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
376,Kelbee,Boar,kboaraf@washingtonpost.com,Male,59.54.27.224,Greenville,South Carolina,627-30-9315,Colville,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
